Format Version,1.23,Take Name,1.862v_take2,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2019-04-03 12.30.02.756 AM,Total Frames in Take,43235,Total Exported Frames,43235,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 3510,Unlabeled 3510,Unlabeled 3510,Unlabeled 3511,Unlabeled 3511,Unlabeled 3511,Unlabeled 3512,Unlabeled 3512,Unlabeled 3512,Unlabeled 3513,Unlabeled 3513,Unlabeled 3513,Unlabeled 3514,Unlabeled 3514,Unlabeled 3514
,ID,"D8AB0","D8AB0","D8AB0","D8AD0","D8AD0","D8AD0","D8B40","D8B40","D8B40","D8B50","D8B50","D8B50","D8B60","D8B60","D8B60"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
41805,348.375000,0.116509,0.060139,-0.494881,,,,0.479036,0.062772,-0.525313,,,,,,
41806,348.383333,0.116488,0.060040,-0.494758,,,,0.478791,0.062424,-0.513719,,,,,,
41807,348.391667,0.116505,0.059981,-0.494777,,,,0.478784,0.062325,-0.501750,,,,,,
41808,348.400000,0.116511,0.060015,-0.494893,,,,0.478898,0.062172,-0.489941,,,,,,
41809,348.408333,0.116508,0.060013,-0.494915,,,,0.479080,0.062120,-0.478144,,,,,,
41810,348.416667,0.116480,0.059988,-0.494819,,,,0.478912,0.061805,-0.466406,,,,,,
41811,348.425000,0.116511,0.060042,-0.494727,,,,0.478555,0.061644,-0.454298,,,,,,
41812,348.433333,0.116485,0.060026,-0.494813,,,,0.478214,0.061688,-0.442030,,,,,,
41813,348.441667,0.116496,0.060070,-0.494928,,,,0.478074,0.061772,-0.429926,,,,,,
41814,348.450000,0.116505,0.060061,-0.494849,,,,0.478059,0.061787,-0.417571,,,,,,
41815,348.458333,0.116482,0.059951,-0.494840,,,,0.477811,0.061682,-0.405493,,,,,,
41816,348.466667,0.116485,0.059942,-0.494873,,,,0.477488,0.061809,-0.392998,,,,,,
41817,348.475000,0.116481,0.060054,-0.494841,,,,0.477290,0.061837,-0.380476,,,,,,
41818,348.483333,0.116496,0.060139,-0.494880,,,,0.476909,0.061851,-0.368051,,,,,,
41819,348.491667,0.116488,0.060093,-0.494768,,,,0.476450,0.061831,-0.355284,,,,,,
41820,348.500000,0.116487,0.059964,-0.494669,,,,0.476162,0.061763,-0.342671,,,,,,
41821,348.508333,0.116522,0.060051,-0.494873,,,,0.475951,0.061727,-0.329832,,,,,,
41822,348.516667,0.116497,0.060006,-0.494932,,,,0.475744,0.061579,-0.317319,,,,,,
41823,348.525000,0.116504,0.059899,-0.494749,,,,0.475574,0.061393,-0.304235,,,,,,
41824,348.533333,0.116495,0.060018,-0.494772,,,,0.475301,0.061348,-0.291324,,,,,,
41825,348.541667,0.116509,0.060117,-0.494871,,,,0.474777,0.061031,-0.278601,,,,,,
41826,348.550000,0.116484,0.060060,-0.494922,,,,0.474190,0.060677,-0.265634,,,,,,
41827,348.558333,0.116484,0.060032,-0.494948,,,,0.473864,0.060423,-0.252675,,,,,,
41828,348.566667,0.116503,0.059967,-0.494860,,,,0.473355,0.060166,-0.239302,,,,,,
41829,348.575000,0.116514,0.059964,-0.494796,,,,0.472892,0.059833,-0.225987,,,,,,
41830,348.583333,0.116485,0.060031,-0.494812,,,,0.472437,0.059511,-0.212740,,,,,,
41831,348.591667,0.116518,0.060067,-0.494743,,,,0.472011,0.059336,-0.199144,,,,,,
41832,348.600000,0.116503,0.060038,-0.494655,,,,0.471845,0.059141,-0.185610,,,,,,
41833,348.608333,0.116478,0.060064,-0.494865,,,,0.471494,0.058775,-0.172324,,,,,,
41834,348.616667,0.116519,0.060056,-0.494898,,,,0.470914,0.058162,-0.159091,,,,,,
41835,348.625000,0.116509,0.060027,-0.494909,,,,0.470479,0.057758,-0.145945,,,,,,
41836,348.633333,0.116483,0.059921,-0.494871,,,,0.469906,0.057347,-0.132535,,,,,,
41837,348.641667,0.116478,0.059924,-0.494892,,,,0.469258,0.057033,-0.118912,,,,,,
41838,348.650000,0.116510,0.060108,-0.494737,,,,0.469054,0.057062,-0.105339,,,,,,
41839,348.658333,0.116533,0.060181,-0.494822,,,,0.468619,0.057311,-0.091559,,,,,,
41840,348.666667,0.116504,0.059957,-0.494823,,,,0.468390,0.057475,-0.077530,,,,,,
41841,348.675000,0.116476,0.059929,-0.494865,,,,0.467910,0.057873,-0.063492,,,,,,
41842,348.683333,0.116536,0.060062,-0.494791,,,,0.467483,0.058185,-0.049808,,,,,,
41843,348.691667,0.116504,0.060035,-0.494773,,,,0.466882,0.058474,-0.035956,,,,,,
41844,348.700000,0.116493,0.059974,-0.494876,,,,0.466423,0.058807,-0.022003,,,,,,
41845,348.708333,0.116496,0.060093,-0.494886,,,,0.466113,0.059248,-0.007914,,,,,,
41846,348.716667,0.116515,0.060133,-0.494767,,,,0.465605,0.059524,0.006276,,,,,,
41847,348.725000,0.116474,0.060092,-0.494805,,,,0.465076,0.059555,0.020240,,,,,,
41848,348.733333,0.116462,0.060050,-0.494931,,,,0.464610,0.059663,0.034149,,,,,,
41849,348.741667,0.116500,0.059929,-0.494843,,,,0.464372,0.059720,0.048569,,,,,,
41850,348.750000,0.116489,0.059984,-0.494849,,,,0.463784,0.059757,0.062940,,,,,,
41851,348.758333,0.116492,0.060023,-0.494850,,,,0.463254,0.059756,0.077041,,,,,,
41852,348.766667,0.116522,0.060052,-0.494755,,,,0.462838,0.059750,0.091293,,,,,,
41853,348.775000,0.116502,0.060069,-0.494823,,,,0.462362,0.059733,0.105879,,,,,,
41854,348.783333,0.116484,0.060077,-0.494840,,,,0.461734,0.059442,0.119983,,,,,,
41855,348.791667,0.116499,0.060027,-0.494810,,,,0.461023,0.058992,0.134449,,,,,,
41856,348.800000,0.116501,0.059998,-0.494806,,,,0.460559,0.058935,0.148765,,,,,,
41857,348.808333,0.116488,0.059952,-0.494975,,,,0.460636,0.056648,0.168135,,,,,,
41858,348.816667,0.116508,0.060074,-0.494933,,,,0.459995,0.056275,0.182751,,,,,,
41859,348.825000,0.116506,0.060138,-0.494740,,,,0.459289,0.056086,0.196738,,,,,,
41860,348.833333,0.116472,0.060007,-0.494709,,,,0.458755,0.055832,0.210961,,,,,,
41861,348.841667,0.116476,0.059976,-0.494907,,,,0.458194,0.055553,0.225488,,,,,,
41862,348.850000,0.116500,0.060068,-0.494854,,,,0.457587,0.055664,0.239882,,,,,,
41863,348.858333,0.116494,0.060072,-0.494842,,,,0.456895,0.056040,0.254684,,,,,,
41864,348.866667,0.116489,0.059920,-0.494832,,,,0.456112,0.056467,0.269698,,,,,,
41865,348.875000,0.116465,0.059927,-0.494766,,,,0.455374,0.057308,0.284501,,,,,,
41866,348.883333,0.116503,0.060156,-0.494833,,,,0.454827,0.058305,0.299261,,,,,,
41867,348.891667,0.116517,0.060244,-0.494994,,,,0.453723,0.058721,0.314136,,,,,,
41868,348.900000,0.116477,0.059998,-0.494848,,,,0.452670,0.058969,0.329009,,,,,,
41869,348.908333,0.116491,0.059927,-0.494729,,,,0.452015,0.059697,0.343967,,,,,,
41870,348.916667,0.116495,0.060019,-0.494861,,,,0.451201,0.060335,0.359055,,,,,,
41871,348.925000,0.116497,0.060007,-0.494890,,,,0.450309,0.060455,0.373995,,,,,,
41872,348.933333,0.116510,0.060030,-0.494891,,,,0.449633,0.060921,0.389051,,,,,,
41873,348.941667,0.116488,0.060029,-0.494737,,,,0.448910,0.061396,0.404193,,,,,,
41874,348.950000,0.116488,0.060001,-0.494698,,,,0.448050,0.061475,0.419395,,,,,,
41875,348.958333,0.116500,0.060083,-0.494890,,,,0.447143,0.061705,0.434490,,,,,,
41876,348.966667,0.116519,0.060103,-0.495003,,,,0.446226,0.061941,0.449950,,,,,,
41877,348.975000,0.116488,0.059950,-0.494775,,,,0.445295,0.062142,0.465365,,,,,,
41878,348.983333,0.116471,0.059943,-0.494891,,,,0.444083,0.062216,0.480679,,,,,,
41879,348.991667,0.116494,0.060079,-0.494893,,,,0.443391,0.062564,0.495842,,,,,,
41880,349.000000,0.116508,0.060154,-0.494755,,,,0.443246,0.063000,0.511237,,,,,,
41881,349.008333,0.116495,0.060096,-0.494788,,,,0.441531,0.063267,0.526598,,,,,,
41882,349.016667,0.116470,0.060001,-0.494870,,,,0.440559,0.063203,0.541642,,,,,,
41883,349.025000,0.116503,0.059964,-0.494788,,,,0.439716,0.063246,0.556920,,,,,,
41884,349.033333,0.116504,0.059989,-0.494867,,,,0.439445,0.063718,0.572452,,,,,,
41885,349.041667,0.116505,0.060003,-0.494922,,,,0.438519,0.064306,0.588226,,,,,,
41886,349.050000,0.116494,0.059992,-0.494855,,,,0.436864,0.065134,0.603704,,,,,,
41887,349.058333,0.116498,0.060132,-0.494785,,,,0.435911,0.066279,0.619350,,,,,,
41888,349.066667,0.116482,0.060085,-0.494878,,,,0.435158,0.066823,0.635230,,,,,,
41889,349.075000,0.116487,0.059985,-0.494866,,,,0.433189,0.067869,0.650953,,,,,,
41890,349.083333,0.116512,0.060023,-0.494835,,,,0.432375,0.068474,0.666511,,,,,,
41891,349.091667,0.116511,0.060067,-0.494861,,,,0.430907,0.069204,0.682540,,,,,,
41892,349.100000,0.116508,0.059966,-0.494767,,,,0.429766,0.070094,0.698448,,,,,,
41893,349.108333,0.116493,0.060004,-0.494795,,,,0.426950,0.073033,0.708986,,,,,,
41894,349.116667,0.116516,0.060117,-0.494847,,,,0.426916,0.071170,0.729876,,,,,,
41895,349.125000,0.116503,0.060113,-0.494831,,,,0.425412,0.071367,0.746060,,,,,,
41896,349.133333,0.116489,0.060047,-0.494856,,,,0.423711,0.072198,0.761991,,,,,,
41897,349.141667,0.116498,0.059971,-0.494946,,,,0.422279,0.071908,0.777886,,,,,,
41898,349.150000,0.116492,0.059983,-0.494886,,,,0.420988,0.072336,0.793889,,,,,,
41899,349.158333,0.116502,0.060047,-0.494839,,,,0.419828,0.072805,0.810121,,,,,,
41900,349.166667,0.116515,0.060074,-0.494797,,,,0.418691,0.073192,0.825917,,,,,,
41901,349.175000,0.116489,0.060019,-0.494735,,,,0.417941,0.073039,0.841941,,,,,,
41902,349.183333,0.116490,0.060024,-0.494800,,,,0.416217,0.073972,0.858065,,,,,,
41903,349.191667,0.116536,0.060046,-0.494824,,,,0.415415,0.073837,0.874323,,,,,,
41904,349.200000,0.116519,0.060025,-0.494840,,,,0.414417,0.074334,0.889396,,,,,,
41905,349.208333,0.116507,0.059968,-0.494811,,,,0.411102,0.076939,0.898635,,,,,,
41906,349.216667,0.116502,0.059986,-0.494925,,,,0.410505,0.074753,0.918890,,,,,,
41907,349.225000,0.116501,0.060094,-0.494888,,,,0.406486,0.078759,0.925370,,,,,,
41908,349.233333,0.116502,0.060132,-0.494872,,,,0.403516,0.079002,0.940470,,,,,,
41909,349.241667,0.116482,0.060063,-0.494829,,,,0.398969,0.081056,0.950470,,,,,,
41910,349.250000,0.116499,0.059983,-0.494813,,,,0.394352,0.082129,0.964496,,,,,,
41911,349.258333,0.116496,0.059982,-0.494795,,,,0.390061,0.080631,0.984151,,,,,,
41912,349.266667,0.116495,0.059988,-0.494809,,,,0.384383,0.082402,0.995047,,,,,,
41913,349.275000,0.116493,0.059997,-0.494844,,,,0.376134,0.087068,0.997009,,,,,,
41914,349.283333,0.116505,0.060066,-0.494795,,,,0.368605,0.088317,1.007904,,,,,,
41915,349.291667,0.116498,0.060134,-0.494737,,,,0.360546,0.089478,1.017421,,,,,,
41916,349.300000,0.116498,0.060060,-0.494887,,,,0.351275,0.091314,1.025746,,,,,,
41917,349.308333,0.116495,0.059999,-0.495004,,,,0.341153,0.093754,1.031204,,,,,,
41918,349.316667,0.116509,0.060046,-0.494832,,,,0.330659,0.095243,1.037271,,,,,,
41919,349.325000,0.116514,0.060049,-0.494813,,,,0.320340,0.095855,1.044699,,,,,,
41920,349.333333,0.116508,0.059953,-0.494852,,,,0.309395,0.097495,1.048358,,,,,,
41921,349.341667,0.116496,0.060004,-0.494770,,,,0.298144,0.098787,1.050252,,,,,,
41922,349.350000,0.116477,0.060052,-0.494752,,,,0.288139,0.094517,1.065005,,,,,,
41923,349.358333,0.116505,0.060088,-0.494764,,,,0.276183,0.094342,1.068187,,,,,,
41924,349.366667,0.116488,0.060042,-0.494862,,,,0.263940,0.097296,1.062531,,,,,,
41925,349.375000,0.116462,0.060016,-0.494932,,,,0.252570,0.097375,1.063323,,,,,,
41926,349.383333,0.116476,0.060017,-0.494872,,,,0.242987,0.093673,1.073088,,,,,,
41927,349.391667,0.116494,0.060121,-0.494893,,,,0.231768,0.093390,1.073661,,,,,,
41928,349.400000,0.116479,0.060122,-0.494830,,,,0.219502,0.096059,1.066234,,,,,,
41929,349.408333,0.116492,0.060027,-0.494802,,,,0.207800,0.095511,1.065934,,,,,,
41930,349.416667,0.116483,0.059964,-0.494831,,,,0.195922,0.094851,1.066823,,,,,,
41931,349.425000,0.116518,0.059975,-0.494788,,,,0.183892,0.094656,1.067759,,,,,,
41932,349.433333,0.116528,0.059975,-0.494844,,,,0.173298,0.092218,1.073445,,,,,,
41933,349.441667,0.116514,0.059922,-0.494821,,,,0.161551,0.092170,1.072641,,,,,,
41934,349.450000,0.116505,0.059990,-0.494714,,,,0.149571,0.092214,1.071771,,,,,,
41935,349.458333,0.116494,0.060109,-0.494765,,,,0.137542,0.092030,1.071328,,,,,,
41936,349.466667,0.116511,0.060173,-0.494997,,,,0.125360,0.091765,1.071047,,,,,,
41937,349.475000,0.116474,0.060071,-0.494964,,,,0.113272,0.091987,1.070710,,,,,,
41938,349.483333,0.116480,0.059945,-0.494761,,,,0.100233,0.096276,1.059513,,,,,,
41939,349.491667,0.116464,0.059957,-0.494822,,,,0.088005,0.096175,1.059367,,,,,,
41940,349.500000,0.116506,0.060012,-0.494887,,,,0.075825,0.095730,1.060914,,,,,,
41941,349.508333,0.116521,0.060092,-0.494825,,,,0.063480,0.094987,1.062921,,,,,,
41942,349.516667,0.116507,0.060054,-0.494737,,,,0.051565,0.095055,1.062617,,,,,,
41943,349.525000,0.116489,0.060067,-0.494768,,,,0.040381,0.092088,1.068111,,,,,,
41944,349.533333,0.116502,0.060035,-0.494797,,,,0.027935,0.091827,1.067587,,,,,,
41945,349.541667,0.116498,0.059987,-0.494945,,,,0.015406,0.091839,1.067094,,,,,,
41946,349.550000,0.116490,0.059956,-0.494905,,,,0.003115,0.091715,1.066458,,,,,,
41947,349.558333,0.116478,0.059997,-0.494730,,,,-0.009352,0.091580,1.065758,,,,,,
41948,349.566667,0.116534,0.060089,-0.494714,,,,-0.021809,0.091305,1.065142,,,,,,
41949,349.575000,0.116496,0.060107,-0.494891,,,,-0.035114,0.094547,1.056803,,,,,,
41950,349.583333,0.116487,0.060001,-0.494851,,,,-0.047842,0.094678,1.055170,,,,,,
41951,349.591667,0.116510,0.059993,-0.494769,,,,-0.059821,0.090965,1.063465,,,,,,
41952,349.600000,0.116520,0.060041,-0.494841,,,,-0.072341,0.090585,1.062879,,,,,,
41953,349.608333,0.116475,0.060006,-0.494894,,,,-0.084510,0.090377,1.062167,,,,,,
41954,349.616667,0.116492,0.059950,-0.494828,,,,-0.096860,0.090529,1.061707,,,,,,
41955,349.625000,0.116497,0.060077,-0.494877,,,,-0.109570,0.093988,1.052077,,,,,,
41956,349.633333,0.116506,0.060129,-0.494731,,,,-0.121521,0.094545,1.049562,,,,,,
41957,349.641667,0.116512,0.060095,-0.494751,,,,-0.133324,0.094322,1.047590,,,,,,
41958,349.650000,0.116479,0.059979,-0.494973,,,,-0.145006,0.089898,1.054584,,,,,,
41959,349.658333,0.116476,0.059984,-0.494962,,,,-0.156726,0.089826,1.051061,,,,,,
41960,349.666667,0.116501,0.060041,-0.494750,,,,-0.167614,0.089642,1.046864,,,,,,
41961,349.675000,0.116523,0.060008,-0.494764,,,,-0.178803,0.089412,1.042444,,,,,,
41962,349.683333,0.116492,0.059954,-0.494859,,,,-0.189438,0.088643,1.037322,,,,,,
41963,349.691667,0.116491,0.060091,-0.494835,,,,-0.199973,0.087664,1.031702,,,,,,
41964,349.700000,0.116510,0.060101,-0.494786,,,,-0.210525,0.086524,1.025551,,,,,,
41965,349.708333,0.116506,0.059979,-0.494827,,,,-0.220941,0.084789,1.019089,,,,,,
41966,349.716667,0.116499,0.059898,-0.494872,,,,,,,,,,,,
41967,349.725000,0.116506,0.060004,-0.494829,,,,-0.238444,0.081564,1.004939,,,,,,
41968,349.733333,0.116523,0.060059,-0.494797,,,,,,,,,,,,
41969,349.741667,0.116510,0.060047,-0.494806,,,,-0.253151,0.078345,0.989233,,,,,,
41970,349.750000,0.116497,0.060025,-0.494859,,,,,,,,,,,,
41971,349.758333,0.116497,0.060092,-0.494904,,,,-0.266102,0.074946,0.971541,,,,,,
41972,349.766667,0.116471,0.060123,-0.494887,,,,-0.271587,0.073295,0.962112,,,,,,
41973,349.775000,0.116492,0.059982,-0.494893,,,,,,,,,,,,
41974,349.783333,0.116476,0.059841,-0.494838,,,,,,,,,,,,
41975,349.791667,0.116491,0.060038,-0.494837,,,,-0.284143,0.070998,0.933142,,,,,,
41976,349.800000,0.116530,0.060214,-0.494833,,,,-0.286977,0.070181,0.923072,,,,,,
41977,349.808333,0.116523,0.060041,-0.494733,,,,-0.288999,0.069443,0.912944,,,,,,
41978,349.816667,0.116483,0.059898,-0.494842,,,,-0.290670,0.068817,0.902556,,,,,,
41979,349.825000,0.116516,0.060035,-0.494861,,,,-0.291553,0.068823,0.891723,,,,,,
41980,349.833333,0.116521,0.060055,-0.494804,,,,-0.292434,0.068405,0.881149,,,,,,
41981,349.841667,0.116521,0.060000,-0.494938,,,,-0.292890,0.068027,0.870247,,,,,,
41982,349.850000,0.116480,0.059972,-0.494923,,,,-0.293427,0.068150,0.859008,,,,,,
41983,349.858333,0.116500,0.060042,-0.494607,,,,-0.293468,0.068792,0.847291,,,,,,
41984,349.866667,0.116517,0.060159,-0.494699,,,,-0.293664,0.068817,0.836207,,,,,,
41985,349.875000,0.116510,0.060080,-0.494977,,,,-0.293734,0.068612,0.825003,,,,,,
41986,349.883333,0.116482,0.059932,-0.494925,,,,-0.294335,0.073323,0.802611,,,,,,
41987,349.891667,0.116499,0.059979,-0.494744,,,,-0.294600,0.072249,0.793640,,,,,,
41988,349.900000,0.116495,0.060065,-0.494828,,,,-0.294834,0.072034,0.782759,,,,,,
41989,349.908333,0.116501,0.060105,-0.494945,,,,-0.294792,0.072978,0.768904,,,,,,
41990,349.916667,0.116484,0.060111,-0.494875,,,,-0.294640,0.071816,0.759230,,,,,,
41991,349.925000,0.116489,0.060054,-0.494783,,,,-0.294616,0.071539,0.747689,,,,,,
41992,349.933333,0.116468,0.059951,-0.494781,,,,-0.294672,0.072623,0.733146,,,,,,
41993,349.941667,0.116520,0.059963,-0.494878,,,,-0.294836,0.071956,0.722188,,,,,,
41994,349.950000,0.116538,0.060029,-0.494933,,,,-0.295176,0.071701,0.711217,,,,,,
41995,349.958333,0.116496,0.060007,-0.494827,,,,-0.294968,0.073191,0.695142,,,,,,
41996,349.966667,0.116492,0.059946,-0.494596,,,,-0.294937,0.071794,0.685349,,,,,,
41997,349.975000,0.116492,0.060090,-0.494792,,,,-0.295193,0.071136,0.674882,,,,,,
41998,349.983333,0.116493,0.060088,-0.494912,,,,-0.295001,0.072682,0.658300,,,,,,
41999,349.991667,0.116491,0.060013,-0.494923,,,,-0.294901,0.072122,0.646873,,,,,,
42000,350.000000,0.116504,0.060025,-0.494843,,,,-0.294524,0.066137,0.647538,,,,,,
42001,350.008333,0.116500,0.059999,-0.494778,,,,-0.294817,0.070425,0.623723,,,,,,
42002,350.016667,0.116502,0.060004,-0.494836,,,,-0.294606,0.069922,0.612305,,,,,,
42003,350.025000,0.116533,0.060120,-0.494932,,,,-0.294256,0.069477,0.600598,,,,,,
42004,350.033333,0.116497,0.060078,-0.494815,,,,-0.293802,0.064803,0.597435,,,,,,
42005,350.041667,0.116483,0.060045,-0.494787,,,,-0.294356,0.068252,0.576022,,,,,,
42006,350.050000,0.116516,0.060078,-0.494881,,,,-0.294239,0.067544,0.564031,,,,,,
42007,350.058333,0.116521,0.059964,-0.494792,,,,-0.293806,0.063471,0.559864,,,,,,
42008,350.066667,0.116511,0.059975,-0.494766,,,,-0.294275,0.067710,0.537069,,,,,,
42009,350.075000,0.116524,0.060048,-0.494845,,,,-0.294180,0.066636,0.525809,,,,,,
42010,350.083333,0.116513,0.060030,-0.494775,,,,-0.294134,0.066918,0.510951,,,,,,
42011,350.091667,0.116509,0.060036,-0.494774,,,,-0.293820,0.062090,0.509006,,,,,,
42012,350.100000,0.116515,0.060115,-0.494925,,,,-0.294400,0.066820,0.485425,,,,,,
42013,350.108333,0.116518,0.060043,-0.494749,,,,-0.294510,0.067752,0.469815,,,,,,
42014,350.116667,0.116517,0.059998,-0.494728,,,,-0.294243,0.067116,0.458121,,,,,,
42015,350.125000,0.116483,0.059978,-0.494935,,,,-0.293679,0.062320,0.456181,,,,,,
42016,350.133333,0.116482,0.059951,-0.494832,,,,-0.293482,0.062460,0.442960,,,,,,
42017,350.141667,0.116499,0.060055,-0.494757,,,,-0.293156,0.062606,0.429627,,,,,,
42018,350.150000,0.116500,0.060086,-0.494821,,,,-0.292574,0.062694,0.416167,,,,,,
42019,350.158333,0.116487,0.060071,-0.494848,,,,-0.292784,0.067996,0.389787,,,,,,
42020,350.166667,0.116487,0.060052,-0.494907,,,,-0.292597,0.067548,0.377331,,,,,,
42021,350.175000,0.116477,0.060086,-0.494955,,,,-0.292462,0.068237,0.362631,,,,,,
42022,350.183333,0.116501,0.059992,-0.494872,,,,-0.292253,0.067821,0.349844,,,,,,
42023,350.191667,0.116508,0.059961,-0.494771,,,,-0.291916,0.066777,0.337838,,,,,,
42024,350.200000,0.116513,0.060064,-0.494804,,,,-0.291682,0.067229,0.322650,,,,,,
42025,350.208333,0.116513,0.060052,-0.494754,,,,-0.291557,0.066688,0.309835,,,,,,
42026,350.216667,0.116489,0.059978,-0.494788,,,,-0.291472,0.066361,0.296054,,,,,,
42027,350.225000,0.116507,0.059943,-0.494829,,,,-0.291070,0.066441,0.279991,,,,,,
42028,350.233333,0.116498,0.060017,-0.494810,,,,-0.290643,0.065428,0.267413,,,,,,
42029,350.241667,0.116517,0.060055,-0.494797,,,,-0.290552,0.064910,0.253827,,,,,,
42030,350.250000,0.116509,0.059983,-0.494874,,,,-0.290432,0.064734,0.238884,,,,,,
42031,350.258333,0.116488,0.060039,-0.494873,,,,-0.290130,0.063792,0.226124,,,,,,
42032,350.266667,0.116493,0.060137,-0.494820,,,,-0.289962,0.063565,0.211941,,,,,,
42033,350.275000,0.116497,0.060111,-0.494863,,,,-0.289276,0.058538,0.207624,,,,,,
42034,350.283333,0.116488,0.059997,-0.494915,,,,-0.289089,0.058251,0.193189,,,,,,
42035,350.291667,0.116485,0.059957,-0.494875,,,,-0.288734,0.057856,0.178945,,,,,,
42036,350.300000,0.116498,0.059991,-0.494783,,,,-0.288286,0.057506,0.164750,,,,,,
42037,350.308333,0.116512,0.060054,-0.494820,,,,-0.288470,0.062127,0.140510,,,,,,
42038,350.316667,0.116497,0.060090,-0.494817,,,,-0.287923,0.062827,0.124382,,,,,,
42039,350.325000,0.116486,0.060015,-0.494857,,,,-0.287502,0.062511,0.110315,,,,,,
42040,350.333333,0.116497,0.060044,-0.494831,,,,-0.286924,0.063145,0.094078,,,,,,
42041,350.341667,0.116505,0.060083,-0.494886,,,,-0.286487,0.062983,0.080279,,,,,,
42042,350.350000,0.116506,0.059974,-0.494821,,,,-0.286338,0.062656,0.066474,,,,,,
42043,350.358333,0.116516,0.059956,-0.494832,,,,-0.285968,0.063247,0.050862,,,,,,
42044,350.366667,0.116512,0.060040,-0.494795,,,,-0.285606,0.063018,0.037784,,,,,,
42045,350.375000,0.116513,0.060066,-0.494656,,,,-0.285043,0.064270,0.020886,,,,,,
42046,350.383333,0.116485,0.060033,-0.494797,,,,-0.285124,0.062132,0.012044,,,,,,
42047,350.391667,0.116509,0.060037,-0.494927,,,,-0.284203,0.062292,-0.002778,,,,,,
42048,350.400000,0.116509,0.060041,-0.494822,,,,-0.283619,0.062644,-0.017759,,,,,,
42049,350.408333,0.116480,0.060066,-0.494775,,,,-0.282971,0.062995,-0.032981,,,,,,
42050,350.416667,0.116478,0.059997,-0.494986,,,,-0.282486,0.063424,-0.048565,,,,,,
42051,350.425000,0.116495,0.060029,-0.494915,,,,-0.281927,0.063698,-0.063416,,,,,,
42052,350.433333,0.116502,0.060194,-0.494914,,,,-0.281085,0.064276,-0.078652,,,,,,
42053,350.441667,0.116501,0.060077,-0.494790,,,,-0.280485,0.064448,-0.093975,,,,,,
42054,350.450000,0.116501,0.059915,-0.494780,,,,-0.279853,0.064643,-0.109206,,,,,,
42055,350.458333,0.116512,0.059987,-0.494733,,,,-0.278920,0.064921,-0.124383,,,,,,
42056,350.466667,0.116531,0.060021,-0.494854,,,,-0.278047,0.065121,-0.139938,,,,,,
42057,350.475000,0.116508,0.059931,-0.494800,,,,-0.277252,0.065392,-0.155524,,,,,,
42058,350.483333,0.116505,0.060005,-0.494778,,,,-0.276461,0.065741,-0.170877,,,,,,
42059,350.491667,0.116500,0.060064,-0.494748,,,,-0.275599,0.065806,-0.186340,,,,,,
42060,350.500000,0.116492,0.060077,-0.494828,,,,-0.274727,0.065836,-0.202079,,,,,,
42061,350.508333,0.116503,0.060108,-0.494956,,,,-0.274073,0.065867,-0.217904,,,,,,
42062,350.516667,0.116504,0.060015,-0.494848,,,,-0.273092,0.065844,-0.233156,,,,,,
42063,350.525000,0.116498,0.059910,-0.494771,,,,-0.272418,0.065623,-0.248559,,,,,,
42064,350.533333,0.116489,0.060013,-0.494892,,,,-0.271652,0.065732,-0.264279,,,,,,
42065,350.541667,0.116494,0.060080,-0.494916,,,,-0.270855,0.065964,-0.279851,,,,,,
42066,350.550000,0.116495,0.060047,-0.494720,,,,-0.270198,0.066175,-0.295324,,,,,,
42067,350.558333,0.116472,0.060072,-0.494866,,,,-0.268857,0.069053,-0.316535,,,,,,
42068,350.566667,0.116470,0.060043,-0.494901,,,,-0.268232,0.066812,-0.327703,,,,,,
42069,350.575000,0.116503,0.060000,-0.494836,,,,-0.267036,0.067341,-0.343594,,,,,,
42070,350.583333,0.116491,0.060020,-0.494869,,,,-0.265538,0.067331,-0.358736,,,,,,
42071,350.591667,0.116489,0.060028,-0.494917,,,,-0.264595,0.067631,-0.374410,,,,,,
42072,350.600000,0.116513,0.059992,-0.494688,,,,-0.263702,0.068240,-0.389964,,,,,,
42073,350.608333,0.116534,0.060087,-0.494856,,,,-0.262901,0.069052,-0.405674,,,,,,
42074,350.616667,0.116517,0.060052,-0.494870,,,,-0.261842,0.069784,-0.421737,,,,,,
42075,350.625000,0.116510,0.059961,-0.494664,,,,-0.260798,0.070688,-0.437865,,,,,,
42076,350.633333,0.116493,0.059950,-0.494755,,,,-0.259522,0.071585,-0.453885,,,,,,
42077,350.641667,0.116508,0.060015,-0.494911,,,,-0.258324,0.072501,-0.469912,,,,,,
42078,350.650000,0.116497,0.059978,-0.494750,,,,-0.256878,0.073089,-0.486101,,,,,,
42079,350.658333,0.116520,0.060106,-0.494850,,,,-0.255640,0.074015,-0.502474,,,,,,
42080,350.666667,0.116478,0.060138,-0.494988,,,,-0.254200,0.074900,-0.518650,,,,,,
42081,350.675000,0.116449,0.060063,-0.494826,,,,-0.252845,0.075363,-0.534750,,,,,,
