Format Version,1.23,Take Name,1.862v_take2,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2019-04-03 12.30.02.756 AM,Total Frames in Take,43235,Total Exported Frames,43235,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 3510,Unlabeled 3510,Unlabeled 3510,Unlabeled 3511,Unlabeled 3511,Unlabeled 3511,Unlabeled 3512,Unlabeled 3512,Unlabeled 3512,Unlabeled 3513,Unlabeled 3513,Unlabeled 3513,Unlabeled 3514,Unlabeled 3514,Unlabeled 3514
,ID,"D8AB0","D8AB0","D8AB0","D8AD0","D8AD0","D8AD0","D8B40","D8B40","D8B40","D8B50","D8B50","D8B50","D8B60","D8B60","D8B60"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
257,2.141667,0.116652,0.059860,-0.494951,0.482718,0.065156,-0.612913,,,,,,,,,
258,2.150000,0.116644,0.059878,-0.494825,0.482983,0.065288,-0.612543,,,,,,,,,
259,2.158333,0.116649,0.059962,-0.494805,0.482882,0.065329,-0.612653,,,,,,,,,
260,2.166667,0.116684,0.060043,-0.494932,0.482857,0.065336,-0.612692,,,,,,,,,
261,2.175000,0.116653,0.059909,-0.494954,0.482917,0.065285,-0.612606,,,,,,,,,
262,2.183333,0.116630,0.059849,-0.494871,0.482686,0.065126,-0.612922,,,,,,,,,
263,2.191667,0.116665,0.059889,-0.494916,0.482712,0.065163,-0.612901,,,,,,,,,
264,2.200000,0.116654,0.059897,-0.494873,0.483008,0.065317,-0.612529,,,,,,,,,
265,2.208333,0.116655,0.059884,-0.494842,0.482876,0.065236,-0.612685,,,,,,,,,
266,2.216667,0.116648,0.059942,-0.494887,0.482861,0.065269,-0.612708,,,,,,,,,
267,2.225000,0.116680,0.059987,-0.494894,0.482928,0.065335,-0.612618,,,,,,,,,
268,2.233333,0.116667,0.059939,-0.494908,0.483024,0.065350,-0.612486,,,,,,,,,
269,2.241667,0.116652,0.059909,-0.494863,0.482722,0.065175,-0.612913,,,,,,,,,
270,2.250000,0.116641,0.059801,-0.494882,0.482989,0.065272,-0.612538,,,,,,,,,
271,2.258333,0.116639,0.059831,-0.494863,0.482866,0.065231,-0.612685,,,,,,,,,
272,2.266667,0.116648,0.059956,-0.494818,0.482822,0.065269,-0.612707,,,,,,,,,
273,2.275000,0.116670,0.060006,-0.494875,0.482917,0.065348,-0.612631,,,,,,,,,
274,2.283333,0.116652,0.059891,-0.494874,0.483004,0.065321,-0.612517,,,,,,,,,
275,2.291667,0.116651,0.059905,-0.494878,0.482710,0.065141,-0.612936,,,,,,,,,
276,2.300000,0.116659,0.059895,-0.494918,0.483017,0.065344,-0.612487,,,,,,,,,
277,2.308333,0.116653,0.059868,-0.494889,0.482934,0.065266,-0.612658,,,,,,,,,
278,2.316667,0.116633,0.059802,-0.494855,0.482861,0.065215,-0.612776,,,,,,,,,
279,2.325000,0.116698,0.059940,-0.494940,0.482895,0.065295,-0.612657,,,,,,,,,
280,2.333333,0.116687,0.060012,-0.494884,0.483011,0.065390,-0.612456,,,,,,,,,
281,2.341667,0.116660,0.059965,-0.494829,0.482719,0.065201,-0.612868,,,,,,,,,
282,2.350000,0.116659,0.059896,-0.494966,0.482694,0.065168,-0.612907,,,,,,,,,
283,2.358333,0.116644,0.059860,-0.494855,0.482904,0.065270,-0.612636,,,,,,,,,
284,2.366667,0.116659,0.059874,-0.494999,0.482844,0.065249,-0.612783,,,,,,,,,
285,2.375000,0.116647,0.059851,-0.494848,0.482892,0.065224,-0.612716,,,,,,,,,
286,2.383333,0.116678,0.059914,-0.494882,0.483027,0.065334,-0.612499,,,,,,,,,
287,2.391667,0.116681,0.059958,-0.494891,0.482729,0.065199,-0.612873,,,,,,,,,
288,2.400000,0.116641,0.059926,-0.494909,0.483008,0.065335,-0.612503,,,,,,,,,
289,2.408333,0.116662,0.059874,-0.494884,0.482917,0.065283,-0.612625,,,,,,,,,
290,2.416667,0.116682,0.059924,-0.494879,0.482854,0.065247,-0.612743,,,,,,,,,
291,2.425000,0.116647,0.059889,-0.494906,0.482880,0.065262,-0.612709,,,,,,,,,
292,2.433333,0.116652,0.059869,-0.494851,0.482956,0.065297,-0.612539,,,,,,,,,
293,2.441667,0.116667,0.059992,-0.494817,0.482743,0.065240,-0.612813,,,,,,,,,
294,2.450000,0.116642,0.059972,-0.494887,0.483025,0.065374,-0.612417,,,,,,,,,
295,2.458333,0.116658,0.059871,-0.494887,0.482936,0.065262,-0.612596,,,,,,,,,
296,2.466667,0.116657,0.059913,-0.494887,0.482858,0.065250,-0.612720,,,,,,,,,
297,2.475000,0.116683,0.059938,-0.494867,0.482899,0.065261,-0.612705,,,,,,,,,
298,2.483333,0.116637,0.059844,-0.494808,0.482991,0.065263,-0.612554,,,,,,,,,
299,2.491667,0.116650,0.059850,-0.494822,0.482693,0.065121,-0.612905,,,,,,,,,
300,2.500000,0.116664,0.059942,-0.494870,0.483017,0.065361,-0.612458,,,,,,,,,
301,2.508333,0.116678,0.059994,-0.494947,0.482945,0.065329,-0.612573,,,,,,,,,
302,2.516667,0.116675,0.059957,-0.494918,0.482836,0.065253,-0.612688,,,,,,,,,
303,2.525000,0.116645,0.059930,-0.494870,0.482859,0.065263,-0.612681,,,,,,,,,
304,2.533333,0.116648,0.059810,-0.494945,0.482945,0.065254,-0.612561,,,,,,,,,
305,2.541667,0.116669,0.059860,-0.494972,0.482691,0.065119,-0.612932,,,,,,,,,
306,2.550000,0.116670,0.059917,-0.494942,0.482719,0.065177,-0.612936,,,,,,,,,
307,2.558333,0.116679,0.059901,-0.494826,0.482970,0.065335,-0.612523,,,,,,,,,
308,2.566667,0.116647,0.059921,-0.494871,0.482874,0.065296,-0.612686,,,,,,,,,
309,2.575000,0.116663,0.059972,-0.495010,0.482890,0.065284,-0.612721,,,,,,,,,
310,2.583333,0.116662,0.059903,-0.494872,0.482973,0.065305,-0.612567,,,,,,,,,
311,2.591667,0.116652,0.059868,-0.494887,0.482710,0.065147,-0.612860,,,,,,,,,
312,2.600000,0.116650,0.059898,-0.494985,0.482676,0.065133,-0.612917,,,,,,,,,
313,2.608333,0.116660,0.059900,-0.494952,0.482946,0.065298,-0.612572,,,,,,,,,
314,2.616667,0.116672,0.059959,-0.494925,0.482875,0.065299,-0.612689,,,,,,,,,
315,2.625000,0.116673,0.059970,-0.494923,0.482882,0.065316,-0.612681,,,,,,,,,
316,2.633333,0.116657,0.059887,-0.494781,0.482954,0.065290,-0.612561,,,,,,,,,
317,2.641667,0.116667,0.059856,-0.494898,0.482725,0.065163,-0.612890,,,,,,,,,
318,2.650000,0.116667,0.059880,-0.494989,0.482724,0.065140,-0.612943,,,,,,,,,
319,2.658333,0.116670,0.059857,-0.494850,0.482975,0.065255,-0.612610,,,,,,,,,
320,2.666667,0.116666,0.059886,-0.494904,0.482844,0.065227,-0.612690,,,,,,,,,
321,2.675000,0.116689,0.060023,-0.494953,0.482868,0.065293,-0.612661,,,,,,,,,
322,2.683333,0.116658,0.059981,-0.494920,0.482937,0.065341,-0.612571,,,,,,,,,
323,2.691667,0.116677,0.059928,-0.494900,0.482691,0.065184,-0.612885,,,,,,,,,
324,2.700000,0.116643,0.059916,-0.494894,0.482696,0.065166,-0.612904,,,,,,,,,
325,2.708333,0.116668,0.059912,-0.494924,0.482980,0.065320,-0.612554,,,,,,,,,
326,2.716667,0.116657,0.059873,-0.494910,0.482885,0.065227,-0.612687,,,,,,,,,
327,2.725000,0.116649,0.059895,-0.494909,0.482875,0.065242,-0.612685,,,,,,,,,
328,2.733333,0.116662,0.059930,-0.494892,0.482961,0.065307,-0.612568,,,,,,,,,
329,2.741667,0.116664,0.059926,-0.494958,0.482718,0.065187,-0.612903,,,,,,,,,
330,2.750000,0.116656,0.059925,-0.494952,0.482715,0.065165,-0.612912,,,,,,,,,
331,2.758333,0.116658,0.059900,-0.494811,0.483001,0.065343,-0.612507,,,,,,,,,
332,2.766667,0.116624,0.059894,-0.494836,0.482888,0.065259,-0.612686,,,,,,,,,
333,2.775000,0.116650,0.059891,-0.494919,0.482853,0.065243,-0.612748,,,,,,,,,
334,2.783333,0.116635,0.059881,-0.494876,0.482921,0.065283,-0.612596,,,,,,,,,
335,2.791667,0.116652,0.059970,-0.494784,0.483032,0.065373,-0.612435,,,,,,,,,
336,2.800000,0.116649,0.059919,-0.494864,0.482716,0.065198,-0.612900,,,,,,,,,
337,2.808333,0.116654,0.059911,-0.494939,0.482999,0.065304,-0.612534,,,,,,,,,
338,2.816667,0.116666,0.059898,-0.494904,0.482890,0.065279,-0.612663,,,,,,,,,
339,2.825000,0.116649,0.059871,-0.494833,0.482875,0.065242,-0.612719,,,,,,,,,
340,2.833333,0.116640,0.059862,-0.494939,0.482926,0.065267,-0.612636,,,,,,,,,
341,2.841667,0.116642,0.059911,-0.494854,0.483015,0.065352,-0.612481,,,,,,,,,
342,2.850000,0.116661,0.059957,-0.494955,0.482714,0.065208,-0.612881,,,,,,,,,
343,2.858333,0.116640,0.059942,-0.494846,0.482981,0.065326,-0.612498,,,,,,,,,
344,2.866667,0.116640,0.059913,-0.494892,0.482872,0.065284,-0.612666,,,,,,,,,
345,2.875000,0.116688,0.059971,-0.494960,0.482848,0.065246,-0.612724,,,,,,,,,
346,2.883333,0.116651,0.059864,-0.494937,0.482925,0.065251,-0.612630,,,,,,,,,
347,2.891667,0.116634,0.059813,-0.494828,0.482684,0.065089,-0.612930,,,,,,,,,
348,2.900000,0.116667,0.059902,-0.494860,0.482732,0.065185,-0.612906,,,,,,,,,
349,2.908333,0.116688,0.060017,-0.494914,0.483022,0.065380,-0.612491,,,,,,,,,
350,2.916667,0.116648,0.059907,-0.494928,0.482867,0.065237,-0.612689,,,,,,,,,
351,2.925000,0.116629,0.059876,-0.494897,0.482837,0.065229,-0.612743,,,,,,,,,
352,2.933333,0.116660,0.059957,-0.494915,0.482922,0.065285,-0.612638,,,,,,,,,
353,2.941667,0.116669,0.059891,-0.494969,0.482996,0.065310,-0.612518,,,,,,,,,
354,2.950000,0.116633,0.059849,-0.494965,0.482671,0.065096,-0.612945,,,,,,,,,
355,2.958333,0.116665,0.059927,-0.494916,0.483009,0.065340,-0.612490,,,,,,,,,
356,2.966667,0.116666,0.059976,-0.494852,0.482913,0.065338,-0.612611,,,,,,,,,
357,2.975000,0.116664,0.059988,-0.494912,0.482846,0.065290,-0.612739,,,,,,,,,
358,2.983333,0.116674,0.059926,-0.494954,0.482906,0.065281,-0.612677,,,,,,,,,
359,2.991667,0.116643,0.059828,-0.494909,0.483003,0.065291,-0.612507,,,,,,,,,
360,3.000000,0.116644,0.059830,-0.494897,0.482695,0.065145,-0.612900,,,,,,,,,
361,3.008333,0.116638,0.059964,-0.494902,0.483016,0.065331,-0.612526,,,,,,,,,
362,3.016667,0.116686,0.059928,-0.494926,0.482892,0.065267,-0.612649,,,,,,,,,
363,3.025000,0.116666,0.059940,-0.494892,0.482816,0.065281,-0.612713,,,,,,,,,
364,3.033333,0.116666,0.059958,-0.494971,0.482873,0.065295,-0.612673,,,,,,,,,
365,3.041667,0.116645,0.059901,-0.494940,0.483002,0.065287,-0.612525,,,,,,,,,
366,3.050000,0.116683,0.059875,-0.494924,0.482717,0.065158,-0.612910,,,,,,,,,
367,3.058333,0.116649,0.059868,-0.494975,0.482996,0.065272,-0.612553,,,,,,,,,
368,3.066667,0.116659,0.059910,-0.494928,0.482901,0.065268,-0.612637,,,,,,,,,
369,3.075000,0.116693,0.059993,-0.494842,0.482852,0.065315,-0.612680,,,,,,,,,
370,3.083333,0.116666,0.059969,-0.494924,0.482874,0.065284,-0.612680,,,,,,,,,
371,3.091667,0.116637,0.059922,-0.494931,0.482995,0.065311,-0.612543,,,,,,,,,
372,3.100000,0.116657,0.059906,-0.494938,0.482715,0.065179,-0.612889,,,,,,,,,
373,3.108333,0.116662,0.059923,-0.494901,0.483037,0.065366,-0.612490,,,,,,,,,
374,3.116667,0.116660,0.059846,-0.494952,0.482913,0.065267,-0.612642,,,,,,,,,
375,3.125000,0.116654,0.059849,-0.494931,0.482826,0.065204,-0.612761,,,,,,,,,
376,3.133333,0.116684,0.059959,-0.494905,0.482862,0.065273,-0.612692,,,,,,,,,
377,3.141667,0.116680,0.059994,-0.494890,0.482983,0.065360,-0.612513,,,,,,,,,
378,3.150000,0.116671,0.059903,-0.494921,0.482730,0.065175,-0.612886,,,,,,,,,
379,3.158333,0.116662,0.059894,-0.494929,0.482706,0.065145,-0.612916,,,,,,,,,
380,3.166667,0.116676,0.059910,-0.494942,0.482923,0.065297,-0.612631,,,,,,,,,
381,3.175000,0.116666,0.059915,-0.494844,0.482837,0.065251,-0.612733,,,,,,,,,
382,3.183333,0.116666,0.059904,-0.494847,0.482867,0.065267,-0.612704,,,,,,,,,
383,3.191667,0.116677,0.059939,-0.494941,0.482974,0.065332,-0.612552,,,,,,,,,
384,3.200000,0.116660,0.059950,-0.494975,0.482703,0.065207,-0.612893,,,,,,,,,
385,3.208333,0.116657,0.059917,-0.494883,0.482695,0.065162,-0.612902,,,,,,,,,
386,3.216667,0.116666,0.059872,-0.494912,0.482931,0.065265,-0.612620,,,,,,,,,
387,3.225000,0.116644,0.059879,-0.494827,0.482846,0.065217,-0.612737,,,,,,,,,
388,3.233333,0.116642,0.059867,-0.494866,0.482857,0.065222,-0.612743,,,,,,,,,
389,3.241667,0.116684,0.059882,-0.494889,0.482965,0.065292,-0.612572,,,,,,,,,
390,3.250000,0.116654,0.059967,-0.494851,0.482736,0.065217,-0.612853,,,,,,,,,
391,3.258333,0.116669,0.059997,-0.494917,0.482729,0.065250,-0.612856,,,,,,,,,
392,3.266667,0.116654,0.059884,-0.494940,0.482940,0.065302,-0.612597,,,,,,,,,
393,3.275000,0.116655,0.059906,-0.494949,0.482830,0.065247,-0.612719,,,,,,,,,
394,3.283333,0.116660,0.059990,-0.494932,0.482843,0.065275,-0.612707,,,,,,,,,
395,3.291667,0.116650,0.059833,-0.494938,0.482925,0.065244,-0.612617,,,,,,,,,
396,3.300000,0.116660,0.059859,-0.494938,0.482691,0.065082,-0.612950,,,,,,,,,
397,3.308333,0.116675,0.059979,-0.494901,0.483034,0.065400,-0.612417,,,,,,,,,
398,3.316667,0.116664,0.059950,-0.494872,0.482972,0.065372,-0.612532,,,,,,,,,
399,3.325000,0.116649,0.059807,-0.494929,0.482879,0.065205,-0.612738,,,,,,,,,
400,3.333333,0.116657,0.059865,-0.494989,0.482868,0.065200,-0.612767,,,,,,,,,
401,3.341667,0.116657,0.059905,-0.494923,0.482953,0.065303,-0.612595,,,,,,,,,
402,3.350000,0.116640,0.059883,-0.494937,0.482700,0.065166,-0.612886,,,,,,,,,
403,3.358333,0.116659,0.059944,-0.494957,0.482714,0.065177,-0.612912,,,,,,,,,
404,3.366667,0.116656,0.060000,-0.494931,0.482968,0.065387,-0.612518,,,,,,,,,
405,3.375000,0.116669,0.059987,-0.494886,0.482878,0.065318,-0.612641,,,,,,,,,
406,3.383333,0.116666,0.059924,-0.494940,0.482846,0.065271,-0.612707,,,,,,,,,
407,3.391667,0.116646,0.059892,-0.494857,0.482920,0.065278,-0.612631,,,,,,,,,
408,3.400000,0.116649,0.059785,-0.494889,0.483025,0.065262,-0.612535,,,,,,,,,
409,3.408333,0.116660,0.059861,-0.494961,0.482704,0.065132,-0.612920,,,,,,,,,
410,3.416667,0.116685,0.059939,-0.494962,0.483012,0.065343,-0.612538,,,,,,,,,
411,3.425000,0.116669,0.059968,-0.494888,0.482875,0.065317,-0.612650,,,,,,,,,
412,3.433333,0.116647,0.059924,-0.494930,0.482843,0.065282,-0.612721,,,,,,,,,
413,3.441667,0.116642,0.059895,-0.494993,0.482906,0.065279,-0.612657,,,,,,,,,
414,3.450000,0.116632,0.059930,-0.494902,0.482702,0.065172,-0.612938,,,,,,,,,
415,3.458333,0.116642,0.059919,-0.494870,0.482703,0.065188,-0.612913,,,,,,,,,
416,3.466667,0.116645,0.059859,-0.494899,0.482956,0.065277,-0.612520,,,,,,,,,
417,3.475000,0.116654,0.059886,-0.494899,0.482869,0.065258,-0.612646,,,,,,,,,
418,3.483333,0.116657,0.060011,-0.494830,0.482841,0.065302,-0.612707,,,,,,,,,
419,3.491667,0.116649,0.059960,-0.494924,0.482925,0.065293,-0.612622,,,,,,,,,
420,3.500000,0.116644,0.059884,-0.494920,0.483023,0.065310,-0.612500,,,,,,,,,
421,3.508333,0.116646,0.059841,-0.494854,0.482710,0.065150,-0.612913,,,,,,,,,
422,3.516667,0.116644,0.059882,-0.494976,0.482993,0.065299,-0.612545,,,,,,,,,
423,3.525000,0.116649,0.059949,-0.494927,0.482904,0.065280,-0.612662,,,,,,,,,
424,3.533333,0.116653,0.059947,-0.494919,0.482824,0.065277,-0.612701,,,,,,,,,
425,3.541667,0.116659,0.059929,-0.494897,0.482889,0.065275,-0.612606,,,,,,,,,
426,3.550000,0.116658,0.059927,-0.494913,0.482992,0.065344,-0.612491,,,,,,,,,
427,3.558333,0.116636,0.059942,-0.494882,0.482722,0.065184,-0.612912,,,,,,,,,
428,3.566667,0.116634,0.059864,-0.494891,0.483020,0.065294,-0.612531,,,,,,,,,
429,3.575000,0.116640,0.059830,-0.494902,0.482894,0.065224,-0.612665,,,,,,,,,
430,3.583333,0.116663,0.059903,-0.494923,0.482860,0.065255,-0.612720,,,,,,,,,
431,3.591667,0.116664,0.059978,-0.494858,0.482915,0.065340,-0.612649,,,,,,,,,
432,3.600000,0.116642,0.060016,-0.494895,0.482997,0.065354,-0.612488,,,,,,,,,
433,3.608333,0.116643,0.059936,-0.494876,0.482680,0.065175,-0.612928,,,,,,,,,
434,3.616667,0.116642,0.059871,-0.494945,0.482987,0.065292,-0.612526,,,,,,,,,
435,3.625000,0.116636,0.059884,-0.494875,0.482904,0.065268,-0.612636,,,,,,,,,
436,3.633333,0.116653,0.059862,-0.494940,0.482833,0.065236,-0.612751,,,,,,,,,
437,3.641667,0.116654,0.059852,-0.494925,0.482897,0.065247,-0.612669,,,,,,,,,
438,3.650000,0.116686,0.059958,-0.494804,0.483006,0.065351,-0.612484,,,,,,,,,
439,3.658333,0.116655,0.060018,-0.494818,0.482753,0.065253,-0.612833,,,,,,,,,
440,3.666667,0.116642,0.059949,-0.494836,0.483038,0.065367,-0.612478,,,,,,,,,
441,3.675000,0.116664,0.059863,-0.494964,0.482916,0.065227,-0.612673,,,,,,,,,
442,3.683333,0.116651,0.059866,-0.494964,0.482833,0.065214,-0.612739,,,,,,,,,
443,3.691667,0.116648,0.059894,-0.494945,0.482868,0.065259,-0.612684,,,,,,,,,
444,3.700000,0.116654,0.059911,-0.494866,0.482989,0.065300,-0.612521,,,,,,,,,
445,3.708333,0.116681,0.059963,-0.494899,0.482715,0.065211,-0.612842,,,,,,,,,
446,3.716667,0.116638,0.059953,-0.494845,0.483013,0.065378,-0.612439,,,,,,,,,
447,3.725000,0.116663,0.059910,-0.494938,0.482936,0.065279,-0.612625,,,,,,,,,
448,3.733333,0.116632,0.059899,-0.494851,0.482856,0.065212,-0.612749,,,,,,,,,
449,3.741667,0.116695,0.059897,-0.494919,0.482884,0.065235,-0.612693,,,,,,,,,
450,3.750000,0.116660,0.059891,-0.494836,0.482984,0.065280,-0.612547,,,,,,,,,
451,3.758333,0.116647,0.059921,-0.494844,0.482730,0.065186,-0.612881,,,,,,,,,
452,3.766667,0.116670,0.059978,-0.494876,0.483026,0.065376,-0.612420,,,,,,,,,
453,3.775000,0.116680,0.059988,-0.494926,0.482948,0.065324,-0.612563,,,,,,,,,
454,3.783333,0.116656,0.059921,-0.494938,0.482852,0.065248,-0.612700,,,,,,,,,
455,3.791667,0.116644,0.059897,-0.494882,0.482873,0.065251,-0.612704,,,,,,,,,
456,3.800000,0.116649,0.059850,-0.494923,0.482968,0.065251,-0.612555,,,,,,,,,
457,3.808333,0.116651,0.059845,-0.494829,0.482713,0.065150,-0.612883,,,,,,,,,
458,3.816667,0.116656,0.059904,-0.494857,0.483026,0.065320,-0.612466,,,,,,,,,
459,3.825000,0.116690,0.059988,-0.494937,0.482947,0.065327,-0.612585,,,,,,,,,
460,3.833333,0.116677,0.059953,-0.494903,0.482868,0.065278,-0.612725,,,,,,,,,
461,3.841667,0.116653,0.059920,-0.494938,0.482886,0.065293,-0.612695,,,,,,,,,
462,3.850000,0.116654,0.059883,-0.494861,0.482975,0.065292,-0.612575,,,,,,,,,
463,3.858333,0.116677,0.059880,-0.494951,0.482731,0.065159,-0.612937,,,,,,,,,
464,3.866667,0.116670,0.059889,-0.494942,0.482696,0.065156,-0.612900,,,,,,,,,
465,3.875000,0.116672,0.059952,-0.494895,0.482948,0.065313,-0.612546,,,,,,,,,
466,3.883333,0.116655,0.059929,-0.494884,0.482849,0.065271,-0.612682,,,,,,,,,
467,3.891667,0.116656,0.059929,-0.494959,0.482839,0.065246,-0.612719,,,,,,,,,
468,3.900000,0.116664,0.059897,-0.494935,0.482961,0.065288,-0.612597,,,,,,,,,
469,3.908333,0.116653,0.059854,-0.494817,0.482719,0.065126,-0.612901,,,,,,,,,
470,3.916667,0.116647,0.059913,-0.494902,0.482721,0.065149,-0.612904,,,,,,,,,
471,3.925000,0.116682,0.059929,-0.494968,0.482976,0.065303,-0.612603,,,,,,,,,
472,3.933333,0.116660,0.059916,-0.494936,0.482860,0.065260,-0.612725,,,,,,,,,
473,3.941667,0.116636,0.059988,-0.494850,0.482838,0.065291,-0.612675,,,,,,,,,
474,3.950000,0.116665,0.060001,-0.494884,0.482927,0.065333,-0.612553,,,,,,,,,
475,3.958333,0.116637,0.059907,-0.494923,0.482712,0.065164,-0.612908,,,,,,,,,
476,3.966667,0.116635,0.059860,-0.494925,0.482689,0.065146,-0.612929,,,,,,,,,
477,3.975000,0.116670,0.059840,-0.494888,0.482956,0.065283,-0.612539,,,,,,,,,
478,3.983333,0.116677,0.059896,-0.494917,0.482869,0.065258,-0.612698,,,,,,,,,
479,3.991667,0.116666,0.059969,-0.494855,0.482875,0.065287,-0.612733,,,,,,,,,
480,4.000000,0.116662,0.059912,-0.494946,0.482941,0.065286,-0.612630,,,,,,,,,
481,4.008333,0.116647,0.059887,-0.494929,0.482699,0.065163,-0.612904,,,,,,,,,
482,4.016667,0.116665,0.059945,-0.494950,0.482716,0.065199,-0.612890,,,,,,,,,
483,4.025000,0.116684,0.059940,-0.494980,0.482981,0.065300,-0.612571,,,,,,,,,
484,4.033333,0.116644,0.059855,-0.494975,0.482856,0.065221,-0.612728,,,,,,,,,
485,4.041667,0.116653,0.059872,-0.494891,0.482821,0.065242,-0.612699,,,,,,,,,
486,4.050000,0.116662,0.059925,-0.494815,0.482924,0.065302,-0.612587,,,,,,,,,
487,4.058333,0.116648,0.059946,-0.494874,0.482710,0.065223,-0.612887,,,,,,,,,
488,4.066667,0.116662,0.059938,-0.494911,0.482728,0.065195,-0.612872,,,,,,,,,
489,4.075000,0.116659,0.059958,-0.494926,0.482980,0.065329,-0.612540,,,,,,,,,
490,4.083333,0.116653,0.059882,-0.494912,0.482872,0.065236,-0.612701,,,,,,,,,
491,4.091667,0.116631,0.059876,-0.494842,0.482833,0.065213,-0.612750,,,,,,,,,
492,4.100000,0.116671,0.059957,-0.494877,0.482925,0.065300,-0.612640,,,,,,,,,
493,4.108333,0.116668,0.059947,-0.494922,0.483037,0.065368,-0.612460,,,,,,,,,
494,4.116667,0.116658,0.059878,-0.494898,0.482698,0.065144,-0.612887,,,,,,,,,
495,4.125000,0.116654,0.059905,-0.494863,0.482985,0.065312,-0.612532,,,,,,,,,
496,4.133333,0.116663,0.059871,-0.494925,0.482887,0.065278,-0.612664,,,,,,,,,
497,4.141667,0.116644,0.059879,-0.494913,0.482830,0.065222,-0.612751,,,,,,,,,
498,4.150000,0.116670,0.059906,-0.494974,0.482905,0.065248,-0.612678,,,,,,,,,
499,4.158333,0.116646,0.059908,-0.494880,0.483011,0.065331,-0.612492,,,,,,,,,
500,4.166667,0.116656,0.059975,-0.494828,0.482741,0.065235,-0.612873,,,,,,,,,
501,4.175000,0.116651,0.059968,-0.494934,0.483008,0.065347,-0.612503,,,,,,,,,
502,4.183333,0.116639,0.059897,-0.494866,0.482910,0.065264,-0.612682,,,,,,,,,
503,4.191667,0.116671,0.059926,-0.494902,0.482852,0.065257,-0.612714,,,,,,,,,
504,4.200000,0.116644,0.059905,-0.494823,0.482913,0.065265,-0.612625,,,,,,,,,
505,4.208333,0.116654,0.059829,-0.494885,0.482987,0.065271,-0.612526,,,,,,,,,
506,4.216667,0.116660,0.059870,-0.494927,0.482703,0.065154,-0.612902,,,,,,,,,
507,4.225000,0.116675,0.059995,-0.494884,0.483006,0.065364,-0.612439,,,,,,,,,
508,4.233333,0.116633,0.059935,-0.494916,0.482887,0.065288,-0.612615,,,,,,,,,
509,4.241667,0.116670,0.059944,-0.494966,0.482850,0.065237,-0.612759,,,,,,,,,
510,4.250000,0.116667,0.059927,-0.494957,0.482896,0.065279,-0.612672,,,,,,,,,
511,4.258333,0.116664,0.059871,-0.494945,0.483014,0.065307,-0.612528,,,,,,,,,
512,4.266667,0.116652,0.059825,-0.494827,0.482709,0.065113,-0.612923,,,,,,,,,
513,4.275000,0.116678,0.059891,-0.494951,0.483022,0.065308,-0.612506,,,,,,,,,
514,4.283333,0.116668,0.059946,-0.494920,0.482920,0.065310,-0.612624,,,,,,,,,
515,4.291667,0.116665,0.059988,-0.494900,0.482833,0.065298,-0.612684,,,,,,,,,
516,4.300000,0.116634,0.059948,-0.494937,0.482864,0.065256,-0.612682,,,,,,,,,
517,4.308333,0.116627,0.059900,-0.494863,0.482972,0.065287,-0.612533,,,,,,,,,
518,4.316667,0.116646,0.059882,-0.494876,0.482690,0.065125,-0.612927,,,,,,,,,
519,4.325000,0.116665,0.059909,-0.494934,0.483032,0.065328,-0.612484,,,,,,,,,
520,4.333333,0.116699,0.059953,-0.494850,0.482941,0.065314,-0.612583,,,,,,,,,
521,4.341667,0.116670,0.059913,-0.494924,0.482853,0.065253,-0.612751,,,,,,,,,
522,4.350000,0.116674,0.059961,-0.494870,0.482889,0.065265,-0.612700,,,,,,,,,
523,4.358333,0.116670,0.059951,-0.494796,0.483008,0.065350,-0.612473,,,,,,,,,
524,4.366667,0.116670,0.059874,-0.494909,0.482732,0.065156,-0.612901,,,,,,,,,
525,4.375000,0.116639,0.059822,-0.494996,0.482681,0.065045,-0.612999,,,,,,,,,
526,4.383333,0.116635,0.059845,-0.494880,0.482900,0.065240,-0.612653,,,,,,,,,
527,4.391667,0.116679,0.059997,-0.494910,0.482852,0.065298,-0.612695,,,,,,,,,
528,4.400000,0.116669,0.059996,-0.494894,0.482878,0.065295,-0.612685,,,,,,,,,
529,4.408333,0.116661,0.059914,-0.494895,0.482986,0.065304,-0.612560,,,,,,,,,
530,4.416667,0.116657,0.059904,-0.494911,0.482711,0.065166,-0.612888,,,,,,,,,
531,4.425000,0.116647,0.059910,-0.494841,0.483030,0.065346,-0.612475,,,,,,,,,
532,4.433333,0.116668,0.059830,-0.494962,0.482936,0.065215,-0.612672,,,,,,,,,
533,4.441667,0.116634,0.059818,-0.494870,0.482860,0.065198,-0.612776,,,,,,,,,
534,4.450000,0.116669,0.059977,-0.494871,0.482880,0.065311,-0.612649,,,,,,,,,
535,4.458333,0.116666,0.059971,-0.494886,0.482987,0.065369,-0.612495,,,,,,,,,
536,4.466667,0.116639,0.059898,-0.494855,0.482701,0.065156,-0.612893,,,,,,,,,
